tt0079644,Slamet Rahardjo,Rachmat Hidayat,Sardono W. Kusumo,El Manik,Jenny Rachman,Maruli Sitompul,Soerip,Mang Udel,,
tt0260283,Jerzy Radziwilowicz,Dominique Blanc,Jade Fortineau,Teresa Budzisz-Krzyzanowska,Ignacy Gogolewski,Roger Jendly,Marco Calamandrei,Armen Godel,Pierre Arbel,Roland Sassi
tt0261800,Jeanne Moreau,Marion Cotillard,Benoît Magimel,Sagamore Stévenin,Julia Vaidis-Bogard,Michel Jonasz,Catherine Arditi,Denise Chalem,Johan Leysen,Jacques Pater
tt0262345,Camila Amado,Isabel Ampudia,Othon Bastos,Mylla Christie,André Gonçalves,Cássia Kis,Antônio Pompêo,Nathália Timberg,Anselmo Vasconcelos,Odilon Wagner
tt0262699,Jean-Pierre Léaud,Jérémie Renier,Dominique Blanc,Catherine Mouchet,Thibault de Montalembert,André Marcon,Alice Houri,Ovidie,Laurent Lucas,Ségolène Savoff
tt0261706,Martin Puntigam,Josef Hader,Sandra Bra,Erwin Leder,Georg Friedrich,Maria Hofstätter,Ursula Strauss,Konstantin Reichmuth,Norbert Perchtold,Grazyna Dylag
tt0261066,Benjamin Bratt,Giancarlo Esposito,Talisa Soto,Nelson Vasquez,Michael Wright,Michael Irby,Rita Moreno,Jaime Sánchez,Rome Neal,Mandy Patinkin
tt0262700,Philippe Volter,Itschak Fintzi,Samuel Finzi,Virginija Kelmelyte,Alexander Doynov,Ivaylo Hristov,Marius Kurkinsky,Vladimir Penev,Iossif Surchadzhiev,Svetlana Yancheva
tt0261185,Marina Cherepukhina,Elena Safonova,Sergey Garmash,Boris Shcherbakov,Nina Usatova,Svetlana Toma,Mikhail Krylov,Aleksandra Gladkova,Mariya Poroshina,Anton Kolesnikov
tt0262174,Beatriz Spelzini,Franco Castellano,Emilio Bonucci,Lorenzo Majnoni,Paola Pitagora,Giuliana Lojodice,Giovanni Vettorazzo,Ana Valeria Dini,Vittorio Viviani,Moira Grassi
tt0260746,Arliss Howard,Debra Winger,Paul Le Mat,Rosanna Arquette,Angie Dickinson,Michael Parks,Alex Van,Zachary Moody,Olivia Kersey,Kevin Mitchell
tt0262942,Laetitia Casta,Frédéric Diefenthal,Arielle Dombasle,John Malkovich,Charles Berling,Johan Leysen,Edith Scob,Christian Vadim,Carlos López,Monique Mélinand
tt0263725,Anna Friel,Michelle Williams,Ella Jones,Anna Popplewell,Cameron Powrie,Trudie Styler,Allan Corduner,Deborah Findlay,Nicky Henson,Oliver Milburn
tt0263386,Dylan Bruno,Laura Harris,Simon Rex,Dublin James Wahlberg,Chris Owen,Harvey Silver,Steve Monroe,Oliver Hudson,Susan Ward,Todd Giebenhain
tt0263496,Marion Cotillard,Stomy Bugsy,Patrick Bruel,Titoff,Ophélie Winter,Tony Amoni,Matthieu Touboul,Olivier Granier,Aude Brenner,Nikita Lespinasse
tt0263748,Caco Ciocler,Maria Zilda Bethlem,Cristina Aché,Suely Franco,Imara Reis,Eduardo Galvão,Cláudia Mauro,Stepan Nercessian,Ney Latorraca,Dartagnan Júnior
tt0262911,Billy Crudup,Julianne Moore,Francie Swift,Nicolas Suresky,David Keith,Karen Allen,Cleavant Derricks,Richie Dye,Kaili Vernoff,Margaret Devine
tt0265307,Andy Garcia,Mick Jagger,Julianna Margulies,Olivia Williams,James Coburn,Michael Des Barres,Richard Bradford,Anjelica Huston,Xander Berkeley,Sherman Howard
tt0264100,Tamás Mészáros,Szabolcs Csizmadia,Attila Zsilák,Péter Müller,Imre Thúri,Krisztián Tóth,Zoltán Nádházi,Pál Mácsai,László Gálffi,Dóra Létay
tt0263671,Adrien Brody,Charlotte Ayanna,Jon Seda,August Diehl,Pam Grier,Liza Jessie Peterson,Elizabeth Regen,Kate Moennig,Joey Kern,Jonathan Hadary
tt0265932,Karin Viard,Charles Berling,Ludivine Sagnier,Camille Vatel,Alexandre Bongibault,Aurélien Recoing,Manuela Gourary,Pierre Julien,Idwig Stéphane,Jean-Claude Perrin
tt0263199,Arun Kumar Dasari,K. Viswanath,Jayasudha,Sudhakar,Kota Srinivasa Rao,Dasari Narayana Rao,Narra Venkateswara Rao,Mohammad Ali,L.B. Sriram,Uttej
tt0265285,Patrick Dell'Isola,Nozha Khouadra,Pierre Martot,Nicolas Duvauchelle,Serge Riaboukine,Valérie Vogt,Didier Menin,Joseph Falcucci,Amina Medjoubi,Frédéric Sauzay
tt0265300,Fabrizio Gifuni,Valerio Mastandrea,Delia Boccardo,Gianni Cavina,Margherita Cenni,Emanuela Macchniz,Maurizio Donadoni,Manrico Gammarota,Cinzia Mascoli,Pierfilippo Angelini
tt0264796,Hayden Christensen,Kevin Kline,Kristin Scott Thomas,Jena Malone,Mary Steenburgen,Mike Weinberg,Scotty Leavenworth,Ian Somerhalder,Jamey Sheridan,Scott Bakula
tt0265086,Josh Hartnett,Ewan McGregor,Tom Sizemore,Eric Bana,William Fichtner,Ewen Bremner,Sam Shepard,Gabriel Casseus,Kim Coates,Hugh Dancy
tt0265343,Naseeruddin Shah,Lillete Dubey,Shefali Shah,Vijay Raaz,Tillotama Shome,Vasundhara Das,Parvin Dabas,Kulbhushan Kharbanda,Kamini Khanna,Rajat Kapoor
tt0265709,Jeff Bridges,Jon Abrahams,R. Lee Ermey,Mädchen Amick,Morris Chestnut,Kerri Randles,Noah Wyle,Henry Rollins,Lombardo Boyar,Kenny Johnston
tt0266017,Gerard Cox,Willem Nijholt,Pleuni Touw,Karina Smulders,Marina Nicolai,Arie den Elsen,Sylvia Kristel,Matilda Kelly Wood,Orpheo Koulen,Mary-Lou van Steenis
tt0266527,Fabien Rohrer,Brigitte Kobel,Erich Vock,Silvia Jost,Urs Bihler,Paul Eggenschwiler,Sven Epiney,Reto Peritz,Gretli Amacher,Bettina Amacher
tt0265930,Stefano Accorsi,Giovanna Mezzogiorno,Stefania Sandrelli,Claudio Santamaria,Giorgio Pasotti,Marco Cocci,Pierfrancesco Favino,Sabrina Impacciatore,Regina Orioli,Susanna Javicoli
tt0266041,Chad Allen,Polly Cole,Gretchen German,Marshall R. Teague,Tamara Clatterbuck,Jim Metzler,Ransford Doherty,Shonda Farr,Jason Ray Haney,Russell Sams
tt0266529,Brian Vaughan,Megan Wilson,Elizabeth Ruscio,Colin MacDonald,Max Kasch,Josh Vaughn,Jessica Webster,Ciara Dawn Hall,Elsa Fisher,Shawna Casey
tt0266316,Jacques Gamblin,Yaël Abecassis,Jalil Lespert,Alvise Sinivia,Vahina Giocante,Clothilde Cordier,Océane Mozas,Nicolas Cazalé,Lucas Martinez,Isabelle Carré
tt0266102,Vanessa Zima,Jenny Seagrove,Stephi Lineburg,Victoria Davis,Gordon Tootoosis,Kim Greist,Jamielyn Lippman,Gelcys Basulto,Karla Ojeda,Kirk McKinney
tt0265190,Michael Neeley,Christopher May,Alec Phoenix,GiGi Erneta,Eva Frajko,Erika Michaels,David Jean Thomas,Ginia Zobel,Matt Lattimore,Andrew Palmer
tt0264445,Sara De Bosschere,Amid Chakir,Josse De Pauw,Sara de Roo,Abdelmalek Kadi,Frieda Pittoors,Peter Van den Begin,Mourade Zeguendi,,
tt0264606,Dan Andersen,Michael Ironside,Michael Madsen,Olivier Gruner,Odile Corso,James T. Callahan,Edward Albert,Martin Kove,Grand L. Bush,Scott Mosenson
tt0266768,Michael Riley,Connor Widdows,Sabrina Grdevich,Gabriel Castello Corry,Derek Bakstad,Katherine Fane,Eric Breker,John Murphy,Jean Guy Isiah,Yadira Corbet
tt0265116,Vincent Lindon,Catherine Frot,Rachida Brakni,Line Renaud,Aurélien Wiik,Ivan Franek,Michel Lagueyrie,Wojciech Pszoniak,Eric Poulain,Omar-Echériff Attalah
tt0264616,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,Jeremy Sumpter,Luke Askew,Levi Kreis,Derk Cheetwood,Missy Crider,Alan Davidson
tt0265260,Eszter Nagy-Kálózy,Péter Rudolf,György Cserhalmi,Péter Andorai,Anna Fehér,László Sinkó,Ferenc Kállai,Hédi Temessy,Árpád Besenczi,Eszter Bánfalvi
tt0265666,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller,Luke Wilson,Owen Wilson,Bill Murray,Danny Glover,Seymour Cassel,Kumar Pallana
tt0266391,Kirsten Dunst,Cary Elwes,Edward Herrmann,Eddie Izzard,Joanna Lumley,Jennifer Tilly,Claudia Harrison,Victor Slezak,James Laurenson,Ronan Vibert
tt0264761,Jennifer Westfeldt,Heather Juergensen,Tovah Feldshuh,Esther Wurmfeld,Hillel Friedman,Ben Feldman,Robert Ari,David Aaron Baker,Jennifer Carta,Ben Weber
tt0267989,Tom Berenger,Lori Heuring,Pamela Gidley,Barry Newman,Soon-Tek Oh,Leo Lee,Richard Chevolleau,Alec McClure,Yanna McIntosh,Frederick Flynn
tt0268013,Stefan Perceval,Stefanie Bodien,Senne Rouffaer,Jacqueline Bir,Josse De Pauw,Marie Bulte,Youri Dirkx,Ryszard Turbiasz,Jean-Yves Izquierdo,Amid Chakir
tt0265452,Suniel Shetty,Raveena Tandon,Danny Denzongpa,Sadashiv Amrapurkar,Nayan Bhatt,Sonia Kapoor,Shahbaaz Khan,Shehzad Khan,Yusuf Khurram,Pramod Moutho
tt0264355,Aalok Mehta,Sheetal Sheth,Aasif Mandvi,Josh Ackerman,Ajay Naidu,Paresh Rawal,Bharti Desai,Akshay Oberoi,Rajiv Reddy,Jamie Hurley
tt0268321,Frida Hallgren,Johan Svangren,Olle Sarri,Danijela Stankovic,David Peterson,Tomas Bolme,Chatarina Larsson,Jonas Karlsson,Alexandra Rapaport,Åsa Johannisson
tt0264319,Christel Oomen,Dragan Bakema,Hans Hoes,Bert Luppes,Peter Bolhuis,Maud Dolsma,Edward Haak,Frieda Pittoors,Mark Scholten,Tim Zweije
tt0265611,Susan Dey,Scott Cooper,Pamela Moore Somers,Ashley Edner,Mark Kiely,Derk Cheetwood,Jimmy Pham,Wiley M. Pickett,Vincent Angell,Randall Arney
tt0264944,Guillermo Castañeda,Ingrid Cielo Ospina,Gustavo Camacho,Juvenal Camacho,Inés Prieto,Hernando Montenegro,Carolina Vivas,Marcela Valencia,Álvaro García,Maria Angelica Rengifo
tt0266449,Glenn Plummer,Fred Williamson,Freda Payne,Ice-T,M.C. Hammer,Mikki Val,Ali Woodson,Cindy Herron,Tee Phillips,Rio Appling
tt0266078,John Sebastian Pilakui,Nathan Daniels,Sean Mununggurr,Lirrina Mununggurr,Makuma Yunupingu,Nungki Yunupingu,Mangatjay Yunupingu,Jack Thompson,Gerard Buyan Garrawurra,Garritjpi Garawirrtja
tt0267129,Châu Belle Dinh,Williams Belle,Malik Diouf,Yann Hnautra,Guylain N'Guba-Boyeke,Charles Perrière,Laurent Piemontesi,Maher Kamoun,Bruno Flender,Amel Djemel
tt0267572,Marcello Mazzarella,Stefania Orsola Garello,Antal Nagy,Antonella Attili,Lulu Pecorari,Carolina Felline,Monica Comegna,Sergio Grossini,,
tt0267287,Malgorzata Foremniak,Wladyslaw Kowalski,Jerzy Gudejko,Dariusz Biskupski,Bartlomiej Swiderski,Katarzyna Bargielowska,Alicja Sapryk,Michal Breitenwald,Zuzanna Kasz,Adam Szyszkowski
tt0267363,Tabu,Atul Kulkarni,Rajpal Naurang Yadav,Shri Vallabh Vyas,Vinay Apte,Abhay Bhargava,Ananya Khare,Suhas Palshikar,Uma Shankar Pandey,Varun Vardhan
tt0267044,Fabrice Luchini,Nathalie Baye,Marie Gillain,Hugo Speer,Serge Hazanavicius,Mélanie Bernier,Warren Zavatta,Thomas Chabrol,Debbie Chazen,Ben O'Sullivan
tt0267694,Ching Wan Lau,Nicholas Lea,Theresa Lee,Bif Naked,Françoise Yip,Tom Scholte,Philip Granger,Peter Wilds,Simon Kendall,Tom Landa
tt0266824,Clifton Davis,Charles Shaughnessy,Stacey Dash,Heath Freeman,Debbie Allen,Ben Vereen,Cody Dorkin,Bumper Robinson,Josh Ackerman,William R. Moses
tt0267677,Bo Derek,Stewart Bick,Bruce Boxleitner,Jonathan Higgins,Eleanor Noble,Tim Post,Rachelle Lefevre,Howard Bilerman,Terrence Labrosse,Marcel Jeannin
tt0268219,Michel Bouquet,Charles Berling,Natacha Régnier,Amira Casar,Stéphane Guillon,Hubert Koundé,Karole Rocher,Marie Micla,Nicole Evans,Philippe Lehembre
tt0268313,Peter Haber,Nina Gunke,Lena T. Hansson,Krister Henriksson,Margreth Weivers,Chatarina Larsson,Niklas Falk,Susanne Barklund,Lena-Pia Bernhardsson,Ebba Hultkvist Stragne
tt0268297,Rolf Lassgård,Maria Lundqvist,Erik Johansson,Emma Engström,Linus Nord,Mats Blomgren,Rebecka Östergren,Jennie Harrison,Sissela Kyle,Claes Hartelius
tt0268253,Veronica Hamel,Michele Greene,John Ratzenberger,William Katt,George Dzundza,Marc Singer,Alice Hirson,Jake Dinwiddie,Bradford English,Martin Papazian
tt0268690,Alan Arkin,John Turturro,Matthew McConaughey,David Connolly,Joseph Siravo,A.D. Miles,Sig Libowitz,James Yaegashi,Dion Graham,Fernando López
tt0268211,Lou Doillon,Caroline Ducey,Guillaume Saurrel,Camille Clavel,Xavier Villeneuve,Abdel-Hafed Benotman,Joshua Phillips,Antoine Chain,Arthur Chain,Aurore Giradolle
tt0268200,Richard Dutcher,Wilford Brimley,Matthew A. Brown,Carrie Morgan,Jongiorgi Enos,Tayva Patch,Jeff Johnson,Wendy Hoop,Sterling Brimley,Richard J. Clifford
tt0268303,Ebba Hultkvist Stragne,Jesper Salén,Martin Aliaga,Ralph Carlsson,Källa Bie,Sverrir Gudnason,David Boati,Yankho Kamwendo,Cary Ylitalo,Catherine Hansson
tt0268711,Silke,Jorge Sanz,Fele Martínez,Patxi Freytez,Enrique Villén,Rebeca Cobos,Sergio Pazos,Javier Veiga,Benjamín Seva,Eusebio Poncela
tt0268437,Billy Connolly,Judy Davis,Colin Friels,Wendy Hughes,Bille Brown,John Howard,Emily Browning,Blair Venn,Vincent Ball,Frank Whitten
tt0268159,Jeanne Balibar,Bruno Todeschini,Dominique Blanc,Dominique Reymond,Montserrat Salvador,Jordi Dauder,Lucia Sanchez,,,
tt0268346,Jonas Karlsson,Johanna Sällström,Ralph Carlsson,Shanti Roney,Michalis Koutsogiannakis,Lisa Lindgren,Michael Nyqvist,Ingela Olsson,Anders Janzon,Gunilla Abrahamsson
tt0268930,Szabolcs Thuróczy,Éva Csatári,István Gyuricza,Hédi Temessy,Imre Szabó,Gábor Dézsy Szabó,Bálint Kisfalussy,Ádám Krum,Dávid Ungvári,Sándor Badár
tt0268362,Michael Nyqvist,Kristina Törnqvist,Anastasios Soulis,Alexandra Rapaport,Mats Blomgren,Lars Väringer,Anna Bjelkerud,Anna Eidem,Frederik Nilsson,Katarina Weidhagen
tt0268032,Marek Kondrat,Krystyna Janda,Juliane Köhler,Teresa Marczewska,Zbigniew Zamachowski,Krzysztof Globisz,Michael Mendl,Mariusz Benoit,Marian Opania,Janusz Gajos
tt0268995,Jim Carrey,Martin Landau,Bob Balaban,Jeffrey DeMunn,Hal Holbrook,Laurie Holden,Brent Briscoe,Ron Rifkin,Gerry Black,David Ogden Stiers
tt0268978,Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer,Paul Bettany,Adam Goldberg,Josh Lucas,Anthony Rapp,Jason Gray-Stanford,Judd Hirsch
tt0268755,Tom Berenger,Rachel Hayward,Tygh Runyan,Elizabeth Carol Savenkoff,Eli Gabay,Ralph Alderman,Bruce Dawson,Mitchell Kosterman,Michael Leisen,Leo Vernik
tt0269376,Olivia Hussey,Don Murray,Tony Denison,Edward Asner,Jerry Hardin,Tom Davies,Betty Murray,James Donatz,Renee Victor,Guy Margo
tt0269500,Orsolya Török-Illyés,Domokos Szabó,Illés Nyitrai,László Katona,Valter Csonka,Imre Gelányi,József Barcza,Réka Barkó,József Botos,Andris Czakó
tt0269480,Rita Kvist,Kristoffer Berre Alberts,Mina Martine Lystad,Kjetil Røst Nilsen,Petter Noddeland,Anneke von der Lippe,Christopher Mortensen,Eirik E. Johnsen,Rikard Wolff,Aishath Therese Afeef
tt0269058,Louis Garrel,Jane Birkin,Elisabeth Depardieu,Mélanie Laurent,Didier Flamand,Annie Girardot,Renaud Chabrier,Cédric Delsaux,François Chaix,Didier Bezace
tt0269499,Charlotte Gainsbourg,Yvan Attal,Terence Stamp,Noémie Lvovsky,Laurent Bateau,Keith Allen,Jo McInnes,Ludivine Sagnier,Lionel Abelanski,Valérie Leboutte
tt0269138,Virginie Ledoyen,Yazid Aït,Mar Sodupe,Stomy Bugsy,Jean-François Stévenin,Karim Attia,Bruno Putzulu,Jean-Marc Thibault,Brigitte Roüan,Jean-François Gallotte
tt0269329,Sandrine Kiberlain,Nicole Garcia,Mathilde Seigner,Luck Mervil,Edouard Baer,Stéphane Freiss,Yves Jacques,Roschdy Zem,Consuelo De Haviland,Yves Verhoeven
tt0269388,Elin Carlzon,Diana Jacobsson,Maria Lindström,Kent Andersson,Jesper Malm,Jacob Mohlin,Lena Brogren,Elin Carlsson,Anneli Martini,Carl Netterberg
tt0268917,Robert Skjærstad,Andrine Sæther,Philip Zandén,Trond Høvik,Per Schaanning,Bernhard Ramstad,Bjørn Sundquist,Berit Boman,Ingrid Jørgensen,Eli Anne Linnestad
tt0269200,Isabel Ampudia,Alberto Jiménez,Luís Miguel Cintra,Pedro Casablanc,Guillermo Toledo,Leonor Watling,Patricia Sanz,Marta Domingo,Carlos Valero,Andrés Lima
tt0269458,Andor Lukáts,Piroska Molnár,Ágnes Bertalan,Péter Blaskó,,,,,,
tt0269228,François Berléand,Natacha Régnier,Fanny Cottençon,Frédéric Pierrot,Circé Lethem,Liliane Rovère,Yves Verhoeven,Laurent Ferradini,Julien Gangnet,Antoine Laurent
tt0269490,,,,,,,,,,
tt0269742,Gösta Ekman,Örjan Ramberg,Dan Ekborg,Lena Nyman,Rolf Skoglund,Alexander Bard,Tobias Bernstrup,Ernst Billgren,Hans Dyhlén,Kicke Fagin
tt0269624,Dorottya Udvaros,Zoltán Mucsi,Viktor Bodó,Gergely Bánki,Sándor Terhes,Sándor Csányi,Zsolt Nagy,István Tasnádi,Annamária Láng,Bori Péterfy
tt0269792,Gabriella Hámori,Martina Kovács,Sándor Csányi,Tamás Lengyel,Erika Molnár,Attila Egyed,Teréz Hartman,Viktor Nagy,Alex Arucsunjan,Mónika Balla
tt0269771,Karin Viard,Hélène Fillières,Victor Lanoux,Jane Birkin,Sergi López,Clémentine Célarié,Gilbert Melki,Melvil Poupaud,Jonathan Zaccaï,Valérie Benguigui
tt0269746,Lee Kang-sheng,Shiang-chyi Chen,Lu Yi-ching,Miao Tien,Cecilia Yip,Chen Chao-jung,Kuei Tsai,Arthur Nauzyciel,David Ganansia,Chao-yi Tsai
tt0270053,Yilmaz Erdogan,Demet Akbag,Altan Erkekli,Cem Yilmaz,Cezmi Baskin,Bican Günalan,Sebnem Sönmez,Iclal Aydin,Mesut Çakarli,Zeynep Tokus
tt0270270,Joel Bissonnette,Lindy Booth,Albert Chung,Colm Feore,David Hewlett,Sandrine Holt,Noam Jenkins,Marvin Kaye,Janet Kidder,Mia Kirshner
tt0270179,Martin Trnavský,Barbora Seidlová,Jirí Tomek,Manu Intiraymi,,,,,,
tt0270515,Amy Ting,Ben Wang,James C. Burns,Chyna Ng,Sakura Ting,Scott Chan,Han Ying Shen,Victoria Rong,Claire Peng,Liu Yang
tt0270480,Pilar López de Ayala,Daniele Liotti,Rosana Pastor,Giuliano Gemma,Roberto Álvarez,Eloy Azorín,Guillermo Toledo,Susi Sánchez,Chema de Miguel,Andrés Lima
tt0270918,Kayren Butler,Amy Raymond,Kellie Martin,Janet Carroll,Robert Pine,Gloria LeRoy,Sean Patrick Murphy,Christopher Shea,Jeff Werner,Dylan Cash
tt0271017,Samantha Morton,Thomas Jane,Luke Holland,Daphna Kastner,Danny Huston,Arthur Miller,,,,
tt0270987,Shiho Wakabayashi,Mantarô Koichi,Masato Sakai,Yuriko Sakaki,Tsukasa Kimura,Maki Izawa,Yôzaburô Itô,Shunsuke Itô,Kiyotaka Ueno,Yôji Tanaka
tt0271604,Kajol,Rati Agnihotri,Rishi Kapoor,Suniel Shetty,Mita Vashisht,Pramod Moutho,Pooja Batra,Mayur Verma,Dinesh Anand,Kavi Kumar Azad
tt0273164,Raveena Tandon,Sayaji Shinde,Sanjay Suri,Raima Sen,Ranjan Koshal,Bharati Jaffrey,Shaan,Nipon Goswami,Kalpana Barua,Ishaan Barua
tt0272291,Hairie Othman,Jeslina Hashim,Maya Karin,Khatijah Tan,Danny X-Factor,Rashidi Ishak,M. Osman,,,
tt0271499,Elsa Zylberstein,Camille Japy,Jean-Philippe Écoffey,Eric Defosse,Bertie Cortez,Jean Vergnet,Liliane Rovère,André Journo,Julia Levy-Boeken,Vahina Giocante
tt0270259,Stockard Channing,Julia Stiles,Frederick Weller,Mary Testa,Jack Hallett,Marcus Giamatti,Buddy Fitzpatrick,Salem Ludwig,Shelagh Ratner,Tony Devon
tt0273568,Zoltán Varga,Júlia Fazakas,Lajos Kovács,Kati Lázár,Márta Martin,Emil Györy,Róbert Laczkó Vass,Lóránt András,Ferenc Boér,Mikold Darabont
tt0270487,Thomas Jefferson Byrd,Brandon Quintin Adams,Bad Azz,Tami Roman,Miguel A. Núñez Jr.,Ellen Cleghorne,B-Real,Lori Petty,Glenn Plummer,Sydney Tamiia Poitier
tt0273300,Tunde Adebimpe,Hippolyte Girardot,Raul A. Reyes,Alan Gryfe,Amy Sedaris,Arthur Anderson,Leisa Heintzelman,Isiah Whitlock Jr.,Natalia Verbeke,Murielle Arden
tt0270915,Jake Lloyd,Andrew Van Hise,Sheri Dayton,David Tyree,,,,,,
tt0271020,Frank Whaley,Carla Gugino,Ethan Hawke,Lynn Cohen,Jillian Stacom,Spelman M. Beaubrun,Mark Birch,Jefferson Breland,Seth Buchwald,Frankie Dellarosa
tt0271366,Ana Belén,Cecilia Roth,Daniel Valenzuela,Jorge Marrale,Diana Lamas,Guido D'Albo,Juan Leyrado,Nicolás Agüero,Josefina Gracián,Sawa Tramer
tt0271436,Jon-Paul Gates,Conrad Asquith,Nadia Strahan,Alison Senior,Tim Gallagher,Christopher Biggins,David Bowen,Andrea Boardman,Dave Judge,Rose-Marie
tt0272020,Robert Redford,James Gandolfini,Mark Ruffalo,Steve Burton,Delroy Lindo,Paul Calderon,Sam Ball,Jeremy Childs,Clifton Collins Jr.,George W. Scott
tt0271637,Jaap Spijkers,Renée Soutendijk,Jack Wouterse,Michel Vermey,Marnie Blok,Pierre Dherte,Michael Israel,Peter Knip,Anne Sophie Mariage,Redmar Merkies
tt0271788,Jarod Carey,Amber Newman,Shyra Deland,Michelle von Flotow,Jason Schnuit,Justin Carroll,Kim Sill,Gina Ryder,Robert Donavan,Danny Pape
tt0272440,Jesse Bradford,Mia Kirshner,David Krumholtz,Adam Goldberg,Brad Rowe,Marissa Ribisi,Precious Chong,Florence Stanley,Giovanni Ribisi,Shane Edelman
tt0272543,Dev Anand,Hema Malini,Shammi Kapoor,Rekha,Jackie Shroff,Mamta Kulkarni,Johny Lever,Mukesh Khanna,Ayesha Jhulka,Sharad S. Kapoor
tt0272068,Tommy Flanagan,Sarah Graham Hayes,Gary Stretch,Peter Greene,Stephanie Silk,Michael McCormick,Eric Tonken,Jeff Shore,Dean Sansone,Del Pentecost
tt0272647,Linda Olsansky,Herbert Fritsch,Claudia Cimaschi,Claudia Engeler,Manfred Gassama Momodu,Sir Henry,Ibrahim Kamara,Ahmed Khuram,Yousef Konneh,Alois Kunz
tt0272688,Divya Dutta,Lisa Ray,Apurva Agnihotri,Aftab Shivdasani,Irrfan Khan,Vishwajeet Pradhan,Ashutosh Rana,Prithvi Zutshi,Chittaranjan Giri,Firdaus Mevawala
tt0272590,RonReaco Lee,Alexis Fields,Anna Maria Horsford,Bizzy Bone,T-Low,Brandon Thomas,Andrew Ford,Bobbie Bowman,Tenika Early,Toni Jones
tt0272087,Lee Williams,Emma Thomas,Alice Krige,Lydia Chagoll,Angela Bettis,Koen De Bouw,Jill Clayburgh,Jean Michel Dragon,Alain Gaudi,Wouter Hendrickx
tt0272263,Mateusz Damiecki,Krystyna Janda,Janusz Gajos,Daniel Olbrychski,Malgorzata Lewinska,Urszula Grabowska,Karolina Gruszka,Maciej Stuhr,Marcin Dorocinski,Borys Szyc
tt0271580,Branden Nadon,Joe Norman Shaw,Matthew Currie Holmes,Randy Birch,David LeReaney,Shawn Anderson,Valerie Planche,Krista Rae,Carrie Schiffler,Dylan Walsh
tt0272152,Kevin Spacey,Jeff Bridges,Mary McCormack,Alfre Woodard,David Patrick Kelly,Saul Williams,Peter Gerety,Celia Weston,Ajay Naidu,Tracy Vilar
tt0271285,Scott Baio,Krista Allen,James Wilder,Sandra Hess,Tracey Walter,Richard Whiten,Martin Papazian,Rachel Hirsch,Charles Hirsch,Michael Dorn
tt0273148,Éric Caravaca,Denis Podalydès,Grégori Derangère,Sabine Azéma,André Dussollier,Isabelle Renauld,Géraldine Pailhas,Jean-Michel Portal,Guy Tréjan,Xavier de Guillebon
tt0273048,Erika Alexander,Melissa De Sousa,Tracy Morgan,Paula Jai Parker,Allen Payne,T.E. Russell,Kadeem Hardison,Eddie Brill,Janet Hubert,Laz Alonso
tt0273083,Amiran Chichinadze,Dimitri Jaiani,Nino Koridze,Zurab Kandelaki,Gvantsa Maisuradze,Nutsa Maisuradze,Zurab Abzianidze,Misha Omiadze,Marina Shishniashvili,Teimuraz Bichiashvili
tt0273719,Mads Mikkelsen,Charlotte Munck,Troels Lyby,Jesper Lohmann,Oskar Walsøe,Peter Frödin,Nikolaj Steen,Ditte Gråbøl,Morten Kirkskov,Henning Jensen
tt0273715,Cornelius Schwalm,Matthias Zelic,Jacob Matschenz,Willem Veerkamp,Ronny Wechselberger,Lotte Letschert,Sabine Kraus,Alexander Gregor,Falk Rockstroh,Sigrid Maria Schnückel
tt0273850,Jenna Harrison,Ben Whishaw,Honeysuckle Weeks,Michael Erskine,Adrian Rawlins,Judith Scott,Michael Tucek,Michael Power,Daniel Bliss,Adam Paul Harvey
tt0274154,Aira Samulin,Martti Suosalo,Remu Aaltonen,Marja Korhonen,Iiro Rantala,Jorma Uotinen,Jukka Puotila,Marco Bjurström,Helena Lindgren,Stefan Lindfors
tt0273326,Nikolaj Lie Kaas,Peter Mygind,Susan Olsen,Troels II Munk,Line Kruse,Søren Hauch-Fausbøll,Clara Nepper Winther,Oliver Zahle,Charlotte Munksgaard,Klaus Bondam
tt0273772,Eléonore Bernheim,Elisabeth Depardieu,François Berléand,Manoëlle Gaillard,Guy-Pierre Mineur,Alexandre Moulo,Eriq Ebouaney,Claudia Tagbo,Adama Kouyaté,Fatou Traoré
tt0273833,Pia Tjelta,Kristoffer Joner,Geir Vegar Hoel,Kim Andersen,Lin Giske Andersen,Reidar Ewing,Gaute Garlid,Kristoffer Helgesen,Gro Elin Hjelle,Marianne Holter
tt0273406,Bobby Deol,Karisma Kapoor,Rahul Dev,Dinesh Hingoo,Vrajesh Hirjee,Smita Jaykar,Nasir Khan,Anupam Kher,Shobha Khote,Mrinal Kulkarni
tt0273498,Jeff Fahey,Caia Coley,Dylan Kasch,Bo Hopkins,Bobbie Eakes,Collin Raye,Patty McCormack,Paul Ben-Victor,Ivo Bourgeois,Shannon Pierce Wilkins
tt0273606,Frigyes Hollósi,Erzsébet Dózsa,Eszter Csákányi,Endre Bojtár B.,Eszter Éles,Péter Pálfai,György Vizi,Béla Ficzere,Júlia Nyakó,Kata Varga
tt0274181,Isild Le Besco,Malik Zidi,Vincent Bonnafous,Catherine Davenier,Olivier Gourmet,Sylvie Testud,Bernard Blancan,Catherine Baugué,Dominique Valadié,Nathalie Bécue
